date,state,us_state_or_territory,positive,probablecases,negative,pending,totaltestresultssource,totaltestresults,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,lastupdateet,datemodified,checktimeet,death,hospitalized,hospitalizeddischarged,datechecked,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,deathconfirmed,deathprobable,totaltestencountersviral,totaltestspeopleviral,totaltestsantibody,positivetestsantibody,negativetestsantibody,totaltestspeopleantibody,positivetestspeopleantibody,negativetestspeopleantibody,totaltestspeopleantigen,positivetestspeopleantigen,totaltestsantigen,positivetestsantigen,fips,positiveincrease,negativeincrease,total,totaltestresultsincrease,posneg,dataqualitygrade,deathincrease,hospitalizedincrease,hash,commercialscore,negativeregularscore,negativescore,positivescore,score,grade
2021-02-04,PA,Pennsylvania,856986,112911,3670804,,totalTestEncountersViral,9367185,3138,,653,,374,,719868,2021-02-04T12:00:00,2021-02-04T12:00:00Z,02/04 07:00,22101,,,2021-02-04T12:00:00Z,,,,744075,,,9367185,4414879,,,,,,,,,,,42,3370,8302,4527790,37294,4527790,,146,0,451636200412be12551cfd1ff8975a3d42b060a8,0,0,0,0,0,
2021-02-04,PR,Puerto Rico,94984,6924,305972,,posNeg,400956,270,,44,,30,,83579,2021-02-04T00:00:00,2021-02-04T00:00:00Z,02/03 19:00,1861,,,2021-02-04T00:00:00Z,415664,20103,395291,88060,1570,291,,,,70343,,,,,,,,,72,322,0,400956,322,400956,,8,0,5f62cc463e23029566d0785b59bedfe1a444dc18,0,0,0,0,0,
2021-02-04,RI,Rhode Island,117291,,632950,,totalTestEncountersViral,2589083,290,8412,43,,23,,,2021-02-04T13:00:00,2021-02-04T13:00:00Z,02/04 08:00,2209,8412,7182,2021-02-04T13:00:00Z,,139763,2449320,,,,2589083,750241,,,,,,,,,,,44,587,1850,750241,20760,750241,,11,43,0981579375af07eb04188aac5212f075a8228993,0,0,0,0,0,
2021-02-04,SC,South Carolina,453878,49950,3872020,,posNeg,4325898,1677,18462,382,,239,,202372,2021-02-02T23:59:00,2021-02-02T23:59:00Z,02/02 18:59,7487,18462,,2021-02-02T23:59:00Z,4275948,517290,3758658,403928,6730,757,,,122593,22744,99849,,,,,,686188,91109,45,3084,22128,4325898,25212,4325898,,93,138,3c611ffbf3f224934aa88c0ce59a429f93da0e79,0,0,0,0,0,
2021-02-04,SD,South Dakota,108813,11698,296591,,totalTestsViral,655982,126,6334,23,,17,,104508,2021-02-03T14:00:00,2021-02-03T14:00:00Z,02/03 09:00,1788,6334,,2021-02-03T14:00:00Z,655982,102434,,97115,,,,405404,,,,,,,,,,,46,174,863,405404,1703,405404,,6,13,7fb86d207244679d341012cd215a4d61b47eccd6,0,0,0,0,0,
2021-02-04,TN,Tennessee,736370,113419,,,totalTestsViral,6389746,1562,17469,433,,236,,697110,2021-02-04T15:00:00,2021-02-04T15:00:00Z,02/04 10:00,10202,17469,,2021-02-04T15:00:00Z,6389746,717799,5671947,622951,8279,1923,,,,,,,,,,,933177,123907,47,3154,0,736370,29948,736370,,169,107,0be1016c67e397cbf1e9c965dfef8a2e5a94f947,0,0,0,0,0,
2021-02-04,TX,Texas,2448391,315798,,,totalTestsViral,17846886,10523,,3014,,,,2037888,2021-02-04T16:50:00,2021-02-04T16:50:00Z,02/04 11:50,37727,,,2021-02-04T16:50:00Z,17846886,2409593,,2132593,,,,,937452,128401,,,,,,,1880415,172200,48,15281,0,2448391,152012,2448391,,439,0,57058e4d340e71be9f640733c455f1c3298f8fc9,0,0,0,0,0,
2021-02-04,UT,Utah,351273,,1450594,,totalTestsViral,2646744,449,13697,125,2158,,742,315614,2021-02-04T11:02:00,2021-02-04T11:02:00Z,02/04 06:02,1711,13697,,2021-02-04T11:02:00Z,2646744,327393,2319351,,,,,1751100,,,,,,,303130,50209,770263,52386,49,1273,4397,1801867,10759,1801867,,14,49,7f0e51b944bf5a4a6691ce1791ea2fef85a12e7c,0,0,0,0,0,
2021-02-04,VA,Virginia,516398,103850,,253,totalTestEncountersViral,5316450,2444,21749,486,,294,,,2021-02-03T17:00:00,2021-02-03T17:00:00Z,02/03 12:00,6650,21749,41067,2021-02-03T17:00:00Z,,506613,,412548,5755,895,5316450,,209499,23295,,,,,,,1102576,105474,51,3059,0,516651,15624,516398,,75,111,5c7f59c83859e60397b451abaf4460479d0f1545,0,0,0,0,0,
2021-02-04,VI,United States Virgin Islands,2430,,39818,101,posNeg,42248,,,,,,,2336,2021-02-03T07:13:00,2021-02-03T07:13:00Z,02/03 02:13,24,,,2021-02-03T07:13:00Z,,,,,,,,42349,,,,,,,,,,,78,0,0,42349,0,42248,,0,0,3a2ad1001f3bdba06abb330f191c977d1192a360,0,0,0,0,0,
2021-02-04,VT,Vermont,12503,314,295866,,totalTestsViral,903253,69,,12,,,,8953,2021-02-03T23:59:00,2021-02-03T23:59:00Z,02/03 18:59,181,,,2021-02-03T23:59:00Z,903253,,,12189,,,,308055,,,,,,,,,,,50,174,1031,308369,8696,308369,,2,0,0f7cf015046efe692de52c3c4b34a0ca82094d74,0,0,0,0,0,
2021-02-04,WA,Washington,316294,14922,,,totalTestEncountersViral,4645828,789,17987,183,,83,,,2021-02-03T02:59:00,2021-02-03T02:59:00Z,02/02 21:59,4388,17987,,2021-02-03T02:59:00Z,,,,301372,,,4645828,,,,,,,,,,,,53,1602,0,316294,31042,316294,,72,95,bcad286aae6614b4ea36782bbcdae6918eb11373,0,0,0,0,0,
2021-02-04,WI,Wisconsin,597475,50520,2523102,44,totalTestEncountersViral,6278671,639,24634,173,2186,,,524120,2021-02-04T00:00:00,2021-02-04T00:00:00Z,02/03 19:00,6545,24634,,2021-02-04T00:00:00Z,,,,546955,5992,553,6278671,3070057,,,,,,,,,,,55,1719,5656,3120621,41946,3120577,,49,80,1c47c04c8ec2efdd80d6c5aebd165258bb7797b7,0,0,0,0,0,
2021-02-04,WV,West Virginia,123044,24413,,,totalTestsViral,1954655,396,,109,,52,,102495,2021-02-03T23:59:00,2021-02-03T23:59:00Z,02/03 18:59,2080,,,2021-02-03T23:59:00Z,1954655,,,98631,1783,297,,,30826,,,,,,,,,,54,574,0,123044,12042,123044,,22,0,99e1afd490b9d6ead8e1f5b4ae69f2cd7d37c761,0,0,0,0,0,
2021-02-04,WY,Wyoming,52468,7620,172426,,totalTestsViral,670688,48,1300,,,,,50775,2021-02-04T00:00:00,2021-02-04T00:00:00Z,02/03 19:00,624,1300,,2021-02-04T00:00:00Z,670688,46545,624095,44848,,,,217274,,,,,,,,,,,56,180,258,224894,14145,224894,,0,7,c34ec86fe49b0daf7ad2e22a66a52f025ea07402,0,0,0,0,0,
2021-02-03,AK,Alaska,52956,,,,totalTestsViral,1520206,42,1213,,,10,,,2021-02-03T03:59:00,2021-02-03T03:59:00Z,02/02 22:59,279,1213,,2021-02-03T03:59:00Z,1520206,63692,1454776,,,,,,,,,,,,,,,,2,181,0,52956,8421,52956,,0,4,203c9e7a045719599de6a176778affc9acb349f4,0,0,0,0,0,
2021-02-03,AL,Alabama,465056,99238,1774101,,totalTestsPeopleViral,2139919,1777,42727,,2561,,1457,242143,2021-02-03T11:00:00,2021-02-03T11:00:00Z,02/03 06:00,8203,42727,,2021-02-03T11:00:00Z,,,,365818,6529,1674,,2139919,,,,139309,,,,,,,1,2118,4663,2239157,6083,2239157,,309,399,620f0abfd5649fdde66270cd7b7482dce1a30bd6,0,0,0,0,0,
2021-02-03,AR,Arkansas,300430,61365,2241378,,totalTestsViral,2480443,884,13813,306,,142,1440,278882,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,4985,13813,,2021-02-03T00:00:00Z,2480443,,2241378,239065,3994,991,,,,,,,,,376729,71874,,,5,2426,32481,2541808,34213,2541808,,46,83,0d5a8959303b5cb6d8ae8020ab61293915145c80,0,0,0,0,0,
2021-02-03,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,8dc5a1b181e0b74f4cd07b73aae8b747de1facba,0,0,0,0,0,
2021-02-03,AZ,Arizona,767379,48893,2770865,,totalTestsViral,6795188,3456,53432,955,,646,,,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,13576,53432,105379,2021-02-03T00:00:00Z,6795188,,,718486,12059,1517,,3489351,,,,419516,,,,,,,4,2296,10453,3538244,40519,3538244,,214,283,9ea68370b8b2423a92ed3ac1022938c0843339bf,0,0,0,0,0,
2021-02-03,CA,California,3281271,,,,totalTestsViral,43067233,14578,,3772,,,,,2021-02-03T02:59:00,2021-02-03T02:59:00Z,02/02 21:59,41811,,,2021-02-03T02:59:00Z,43067233,,,3281271,,,,,,,,,,,,,,,6,10501,0,3281271,215342,3281271,,481,0,1f7f4e6b3997808d9b06fdbe17de2db47665ea05,0,0,0,0,0,
2021-02-03,CO,Colorado,399267,20092,2038478,,totalTestEncountersViral,5514198,572,22117,,,,,,2021-02-03T01:59:00,2021-02-03T01:59:00Z,02/02 20:59,5664,22117,21207,2021-02-03T01:59:00Z,,,,379175,4957,707,5514198,2417653,352845,46020,305403,,,,,,,,8,1269,6571,2437745,32093,2437745,,14,121,282877986437c4d9be5e542b546349a8872b1b58,0,0,0,0,0,
2021-02-03,CT,Connecticut,257004,15651,,,totalTestsViral,5598102,874,12257,,,,,,2021-02-02T23:59:00,2021-02-02T23:59:00Z,02/02 18:59,7157,12257,,2021-02-02T23:59:00Z,5598102,293161,5297652,241353,5839,1318,,,,,,,,,,,267549,16128,9,482,0,257004,9509,257004,,24,0,3578291ed05078db8c45eee80c6f259ee25d6a8f,0,0,0,0,0,
2021-02-03,DC,"Washington, D.C.",37199,,,,totalTestEncountersViral,1112239,237,,63,,34,,26226,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,926,,,2021-02-02T00:00:00Z,,,,,,,1112239,413633,,,,,,,,,,,11,61,0,37199,1945,37199,,5,0,3255e49c787d1dec334457c7fdbf3c94c68bed14,0,0,0,0,0,
2021-02-03,DE,Delaware,78982,3908,511331,,totalTestEncountersViral,1249291,332,,44,,,,,2021-02-02T18:00:00,2021-02-02T18:00:00Z,02/02 13:00,1130,,,2021-02-02T18:00:00Z,,82487,,75074,1017,113,1249291,590313,,,,,,,,,,,10,286,1574,590313,5702,590313,,22,0,2153b1e68f5ac4bfc51591dfbb534a985cb19fe7,0,0,0,0,0,
2021-02-03,FL,Florida,1712326,302750,8533983,7411,totalTestEncountersViral,19406606,5824,74383,,,,,,2021-02-02T23:59:00,2021-02-02T23:59:00Z,02/02 18:59,27472,74383,,2021-02-02T23:59:00Z,17229269,2235900,14913135,1409576,,,19406606,10246309,650372,71851,578113,630838,69600,560932,,,,,12,6694,21756,10253720,79696,10246309,,203,422,3dadb010a6198227fa9f3e4079dbc34459fe4d72,0,0,0,0,0,
2021-02-03,GA,Georgia,922364,163136,,,totalTestsViral,6524223,4335,50953,,8471,,,,2021-02-03T14:50:00,2021-02-03T14:50:00Z,02/03 09:50,14587,50953,,2021-02-03T14:50:00Z,6524223,729320,,759228,12907,1680,,,447290,62078,,,,,,,,,13,4924,0,922364,30175,922364,,137,268,d6fbe4bb80d949a375df03d4b4ed993db2421768,0,0,0,0,0,
2021-02-03,GU,Guam,7618,207,100751,,posNeg,108369,6,,2,,2,,7407,2021-02-03T03:45:00,2021-02-03T03:45:00Z,02/02 22:45,129,,,2021-02-03T03:45:00Z,108162,,,7411,,,,,343,22,,,,,,,8321,270,66,8,529,108369,537,108369,,0,0,0c10e530a166ffb7899968f26423d8b36532bc7d,0,0,0,0,0,
2021-02-03,HI,Hawaii,26746,665,,,totalTestEncountersViral,978901,55,2096,21,,16,,,2021-02-01T14:30:00,2021-02-01T14:30:00Z,02/01 09:30,414,2096,,2021-02-01T14:30:00Z,,25665,,26081,414,,978901,,,,,,,,,,,,15,74,0,26746,-16946,26746,,4,6,342811d56d37f89136f2c48e34767dbde73cddfd,0,0,0,0,0,
2021-02-03,IA,Iowa,269284,,990901,,posNeg,1260185,382,,86,,34,,288259,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,4975,,,2021-02-03T00:00:00Z,2519240,291757,2214317,269284,,,,1262530,,,,102726,14602,88076,220482,52546,1158058,55837,19,908,2615,1260185,3523,1260185,,56,0,48269648461eb20966f188c04f1f2ef90f3ff5b8,0,0,0,0,0,
2021-02-03,ID,Idaho,163656,30418,473877,,totalTestsPeopleViral,607115,157,6732,46,1176,,,83336,2021-02-02T19:00:00,2021-02-02T19:00:00Z,02/02 14:00,1741,6732,,2021-02-02T19:00:00Z,997625,,,133238,1527,214,,607115,,,,,,,,,78973,,16,491,1498,637533,1878,637533,,6,30,9e01f532a7d539e44c021ec53ac26d1f40587a84,0,0,0,0,0,
2021-02-03,IL,Illinois,1134231,,,,totalTestsViral,16258348,2469,,520,,270,,,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,21420,,,2021-02-03T00:00:00Z,16258348,,,,19375,2045,,,,,,,,,,,,,17,3314,0,1134231,96894,1134231,,84,0,e1198fb8db9e8dda68edb4e37921654cab7b5f8a,0,0,0,0,0,
2021-02-03,IN,Indiana,631331,,2342287,,totalTestsViral,7096324,1582,40667,344,7116,188,,,2021-02-02T23:59:00,2021-02-02T23:59:00Z,02/02 18:59,10091,40667,411314,2021-02-02T23:59:00Z,7096324,718064,,,9713,378,,2973618,,,,,,,,,,,18,1428,3599,2973618,29149,2973618,,37,97,8e1ec8e6174f5dc2acea717d58c07ceb62f5d843,0,0,0,0,0,
2021-02-03,KS,Kansas,278915,,907934,,posNeg,1186849,526,8578,129,2333,52,411,,2021-02-03T10:00:00,2021-02-03T10:00:00Z,02/03 05:00,3895,8578,5810,2021-02-03T10:00:00Z,2248082,,,,,,,1186849,,,,,,,,,,,20,2247,6985,1186849,9232,1186849,,86,89,c382a670d9a3159a0e31f96910f9e326f5cc3dd6,0,0,0,0,0,
2021-02-03,KY,Kentucky,369519,81275,,,totalTestsViral,3635689,1340,17010,368,3618,171,,44073,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,3863,17010,,2021-02-03T00:00:00Z,3635689,231198,,288244,3523,340,,,108611,8673,,,,,,,366826,31691,21,2581,0,369519,8825,369519,,51,196,df43a893c6454f3da92fd77ed7e5f01a71f4af65,0,0,0,0,0,
2021-02-03,LA,Louisiana,406235,52728,4683294,,posNeg,5089529,1386,,,,180,,363457,2021-02-03T13:00:00,2021-02-03T13:00:00Z,02/03 08:00,9006,,,2021-02-03T13:00:00Z,5036801,,,353507,8421,585,,,,,,,,,,,375278,,22,2041,25050,5089529,27091,5089529,,53,0,3abf4d1ca4b3ef3f2ebc6c31e07d966e8e992f72,0,0,0,0,0,
2021-02-03,MA,Massachusetts,531117,26553,4120902,,totalTestsViral,13874158,1635,18402,335,,203,,389717,2021-02-02T23:59:00,2021-02-02T23:59:00Z,02/02 18:59,14708,18402,,2021-02-02T23:59:00Z,13874158,604434,,504564,14415,293,,4625466,,,,147875,13999,,484563,,,,25,2455,9229,4652019,91693,4652019,,56,394,cadfbf3f50d0060356dd831871754a2bb3ce50b4,0,0,0,0,0,
2021-02-03,MD,Maryland,357483,,2853838,,totalTestsViral,7066871,1485,32406,361,,,,9511,2021-02-03T10:00:00,2021-02-03T10:00:00Z,02/03 05:00,7220,32406,,2021-02-03T10:00:00Z,7066871,435241,,357483,7043,177,,3211321,,,,189428,24579,164849,,,,,24,942,2148,3211321,14607,3211321,,32,115,1e02d7c2a642e4796f2a9cf578250240a9da8b90,0,0,0,0,0,
2021-02-03,ME,Maine,40233,7918,,,totalTestsViral,1388243,158,1410,49,,23,,12467,2021-02-02T23:59:00,2021-02-02T23:59:00Z,02/02 18:59,627,1410,,2021-02-02T23:59:00Z,1388243,37431,,32315,614,13,,,14471,719,13740,,,,,,153722,8496,23,273,0,40233,10231,40233,,9,7,514ce263dea3ab0777d09c6c8b035a2b6bbd8b7e,0,0,0,0,0,
2021-02-03,MI,Michigan,615860,51967,,,totalTestsViral,9573732,1376,,314,,165,,481801,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,15644,,,2021-02-03T00:00:00Z,9573732,714218,8859514,563893,14704,940,,,495084,,,,,,,,,,26,1717,0,615860,40276,615860,,35,0,8655a3d6bd114620fe458e071bd88f4da2f93fcd,0,0,0,0,0,
2021-02-03,MN,Minnesota,463766,20392,2832737,,totalTestEncountersViral,6281780,379,24493,77,5065,,,449707,2021-02-02T17:00:00,2021-02-02T17:00:00Z,02/02 12:00,6234,24493,,2021-02-02T17:00:00Z,,,,443374,5980,254,6281780,3276111,,,,,,,,,347181,,27,634,4449,3296503,16944,3296503,,24,46,0b3d6f49555255b5a3efb1b896d6e2f8facf18b9,0,0,0,0,0,
2021-02-03,MO,Missouri,461720,,1783819,,totalTestsViral,4185641,1680,,386,,232,,,2021-02-03T00:59:00,2021-02-03T00:59:00Z,02/02 19:59,7098,,,2021-02-03T00:59:00Z,4185641,509816,3666943,461720,,,,2245539,138749,20444,118118,125831,,,286721,,662502,72355,29,1233,3747,2245539,12358,2245539,,10,0,a51c57ab72725fd761fb2655c78487bc94a5b9ed,0,0,0,0,0,
2021-02-03,MP,Northern Mariana Islands,133,,17429,,posNeg,17562,,4,,,,,29,2021-02-01T00:00:00,2021-02-01T00:00:00Z,01/31 19:00,2,4,,2021-02-01T00:00:00Z,26131,,,133,2,,,17542,,,,,,,,,,,69,0,0,17562,0,17562,,0,0,33904eff8d5fe1ddf07a54d3fbbceeff152ac2f5,0,0,0,0,0,
2021-02-03,MS,Mississippi,277322,102710,1327630,,posNeg,1604952,930,8777,242,,148,,222812,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,6158,8777,,2021-02-02T00:00:00Z,1501413,,,174612,4430,1728,,,74723,,,,,,,,648722,,28,791,0,1604952,791,1604952,,26,0,b3fb3bae3623ad1017c8b07c2b9dff59c0fee5ba,0,0,0,0,0,
2021-02-03,MT,Montana,94810,2412,,,totalTestsViral,968115,121,4307,18,,13,,90086,2021-02-03T01:59:00,2021-02-03T01:59:00Z,02/02 20:59,1303,4307,,2021-02-03T01:59:00Z,968115,,,92398,,,,,,,,,,,,,,,30,426,0,94810,7985,94810,,54,34,2b5996166586ee39f4319670a620aa8d33afe912,0,0,0,0,0,
2021-02-03,NC,North Carolina,776307,88557,,,totalTestsViral,8451902,2706,,635,,,,,2021-02-03T12:30:00,2021-02-03T12:30:00Z,02/03 07:30,9578,,683697,2021-02-03T12:30:00Z,8451902,,,687750,8630,948,,,,,,,,,,,571413,,37,12079,0,776307,29042,776307,,169,0,4856e2f00195bd5559c1206861a2f7b6d8cc6852,0,0,0,0,0,
2021-02-03,ND,North Dakota,97936,4468,297359,,totalTestEncountersViral,1351985,42,3794,8,554,,,95601,2021-02-03T01:59:00,2021-02-03T01:59:00Z,02/02 20:59,1447,3794,,2021-02-03T01:59:00Z,1438790,,,93468,,,1351985,395295,13395,1442,11953,,,,,,98674,,38,138,527,395295,3781,395295,,0,5,a39b3b688cd945115cf64f95c5cea15e527928a0,0,0,0,0,0,
2021-02-03,NE,Nebraska,192042,,736508,,totalTestsViral,2132924,305,5844,,,,,137684,2021-02-03T10:45:00,2021-02-03T10:45:00Z,02/03 05:45,1931,5844,,2021-02-03T10:45:00Z,2132924,221689,1908965,,,,,929032,,,,,,,,,,,31,605,2229,928550,22776,928550,,2,12,4816aad84ec7c21aa964a589dbe2297953b96296,0,0,0,0,0,
2021-02-03,NH,New Hampshire,66721,19105,554855,,totalTestsViral,1281021,207,1042,,331,,,61564,2021-02-03T09:00:00,2021-02-03T09:00:00Z,02/03 04:00,1076,1042,,2021-02-03T09:00:00Z,1281021,,,47616,,,,602471,38117,,,36631,,,,,140874,,33,337,2236,621576,13649,621576,,10,6,240cc6146a589c287dad20dace2148a4cf2c45a0,0,0,0,0,0,
2021-02-03,NJ,New Jersey,705807,74498,8898177,,posNeg,9603984,2986,60984,525,,374,,,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,21693,60984,68429,2021-02-03T00:00:00Z,9529486,,,631309,19506,2187,,,,,,,,,,,,,34,2311,30865,9603984,33176,9603984,,109,162,41f5185c2b82df8cfbeaf33df5bee10c0663fcc5,0,0,0,0,0,
2021-02-03,NM,New Mexico,175652,,,,totalTestsViral,2376514,476,12247,,,,,107645,2021-02-03T17:50:00,2021-02-03T17:50:00Z,02/03 12:50,3338,12247,,2021-02-03T17:50:00Z,2376514,,,,,,,,,,,,,,,,,,35,670,0,175652,10620,175652,,28,62,8ee7a019b944572f1efa463eaaccc1f99015ca1e,0,0,0,0,0,
2021-02-03,NV,Nevada,280707,,1058818,,totalTestEncountersViral,2511160,1145,,259,,159,,,2021-02-02T00:00:00,2021-02-02T00:00:00Z,02/01 19:00,4373,,,2021-02-02T00:00:00Z,,,,280707,,,2511160,1339525,,,,,,,,,,,32,750,2192,1339525,7840,1339525,,49,0,a5ff037cee339d583ee399db7cf23da83308c7a8,0,0,0,0,0,
2021-02-03,NY,New York,1433304,,,,totalTestEncountersViral,32613477,8082,89995,1522,,1003,,,2021-02-02T14:00:00,2021-02-02T14:00:00Z,02/02 09:00,35631,89995,129378,2021-02-02T14:00:00Z,,,,,,,32613477,,,,,,,,,,,,36,5925,0,1433304,126489,1433304,,165,0,761769c83c2f3170ea8fd30d6e55bb8efdd0c715,0,0,0,0,0,
2021-02-03,OH,Ohio,906727,118601,,,totalTestsViral,9165199,2379,46873,627,6766,415,,799819,2021-02-03T14:00:00,2021-02-03T14:00:00Z,02/03 09:00,11430,46873,,2021-02-03T14:00:00Z,9165199,814771,,788126,10167,1263,,,,,,,,,,,1326543,72309,39,3991,0,906727,18723,906727,,94,214,a3b809258db0848577e206ebe2692d1b6c483439,0,0,0,0,0,
2021-02-03,OK,Oklahoma,394283,,2838989,4227,posNeg,3233272,1048,22167,303,,,,363808,,,,3654,22167,,,3213657,366140,2838989,,,,,,115559,11794,,,,,,,,,40,2119,16519,3237499,18638,3233272,,52,171,bf2d8ffe9e2db6fe7185fde3877ab1a971a72174,0,0,0,0,0,
2021-02-03,OR,Oregon,143978,,,,totalTestsViral,3218747,291,7854,65,,35,,,2021-02-02T03:01:00,2021-02-02T03:01:00Z,02/01 22:01,1981,7854,,2021-02-02T03:01:00Z,3218747,190515,3028232,,,,,,,,,,,,,,,,41,605,0,143978,16540,143978,,23,58,9df5d86f692d64a2fada58daa6ed181bac063b20,0,0,0,0,0,
2021-02-03,PA,Pennsylvania,853616,111999,3662502,,totalTestEncountersViral,9329891,3224,,657,,378,,708501,2021-02-03T12:00:00,2021-02-03T12:00:00Z,02/03 07:00,21955,,,2021-02-03T12:00:00Z,,,,741617,,,9329891,4404119,,,,,,,,,,,42,3128,5873,4516118,22984,4516118,,143,0,68d3bc1b6643fe617cb6d1169a4c8e580fc20150,0,0,0,0,0,
2021-02-03,PR,Puerto Rico,94662,6913,305972,,posNeg,400634,307,,54,,34,,78813,2021-02-03T00:00:00,2021-02-03T00:00:00Z,02/02 19:00,1853,,,2021-02-03T00:00:00Z,415664,20103,395291,87749,1562,291,,,,69838,,,,,,,,,72,136,0,400634,136,400634,,7,0,fbd455caab53587ca7b6a02fde099b5519c7832c,0,0,0,0,0,
2021-02-03,RI,Rhode Island,116704,,631100,,totalTestEncountersViral,2568323,298,8369,42,,23,,,2021-02-03T13:00:00,2021-02-03T13:00:00Z,02/03 08:00,2198,8369,7136,2021-02-03T13:00:00Z,,139091,2429232,,,,2568323,747804,,,,,,,,,,,44,513,1646,747804,14579,747804,,12,38,a557200c8840b21720dc36b924debb8417852a62,0,0,0,0,0,
2021-02-03,SC,South Carolina,450794,48433,3849892,,posNeg,4300686,1760,18324,391,,238,,200634,2021-02-01T23:59:00,2021-02-01T23:59:00Z,02/01 18:59,7394,18324,,2021-02-01T23:59:00Z,4252253,514890,3737363,402361,6663,731,,,122342,22637,99705,,,,,,675171,89825,45,2890,13459,4300686,16349,4300686,,76,178,1e83bbbd7de4e55df49a450834bd7558643a7c2d,0,0,0,0,0,
2021-02-03,SD,South Dakota,108639,11650,295728,,totalTestsViral,654279,133,6321,25,,13,,104305,2021-02-02T14:00:00,2021-02-02T14:00:00Z,02/02 09:00,1782,6321,,2021-02-02T14:00:00Z,654279,102305,,96989,,,,404367,,,,,,,,,,,46,208,752,404367,1599,404367,,3,17,fa7b7d4d4834ffe4055dafcc7e2736bb07fb2881,0,0,0,0,0,
2021-02-03,TN,Tennessee,733216,112532,,,totalTestsViral,6359798,1638,17362,474,,266,,693707,2021-02-03T15:00:00,2021-02-03T15:00:00Z,02/03 10:00,10033,17362,,2021-02-03T15:00:00Z,6359798,715334,5644464,620684,8168,1865,,,,,,,,,,,923149,122962,47,1856,0,733216,12728,733216,,133,86,0988eaece1d58be7f10755e9452a6597343a6df4,0,0,0,0,0,
2021-02-03,TX,Texas,2433110,312811,,,totalTestsViral,17694874,10827,,3014,,,,2015866,2021-02-03T16:50:00,2021-02-03T16:50:00Z,02/03 11:50,37288,,,2021-02-03T16:50:00Z,17694874,2390223,,2120299,,,,,933639,126983,,,,,,,1868992,171709,48,17620,0,2433110,89053,2433110,,418,0,b72ee1008a1cd4c0e39c9b1c1e01da7a382f7b46,0,0,0,0,0,
2021-02-03,UT,Utah,350000,,1446197,,totalTestsViral,2635985,413,13648,119,2146,,736,312872,2021-02-03T10:03:00,2021-02-03T10:03:00Z,02/03 05:03,1697,13648,,2021-02-03T10:03:00Z,2635985,326398,2309587,,,,,1745845,,,,,,,298966,49806,757818,51959,49,1591,4767,1796197,12545,1796197,,12,72,07c484b679e47d3d143f727c0221685a924774e1,0,0,0,0,0,
2021-02-03,VA,Virginia,513339,102789,,295,totalTestEncountersViral,5300826,2545,21638,500,,309,,,2021-02-02T17:00:00,2021-02-02T17:00:00Z,02/02 12:00,6575,21638,40923,2021-02-02T17:00:00Z,,504780,,410550,5712,863,5300826,,209321,23249,,,,,,,1089699,104600,51,2959,0,513634,19100,513339,,58,122,6da902d359b7ad22a6d005cb28eab6413861ea68,0,0,0,0,0,
2021-02-03,VI,United States Virgin Islands,2430,,39818,101,posNeg,42248,,,,,,,2336,2021-02-03T07:13:00,2021-02-03T07:13:00Z,02/03 02:13,24,,,2021-02-03T07:13:00Z,,,,,,,,42349,,,,,,,,,,,78,4,118,42349,122,42248,,0,0,057d23762e344613dd0b573a5f33742ac1d26756,0,0,0,0,0,
2021-02-03,VT,Vermont,12329,311,294835,,totalTestsViral,894557,54,,8,,,,8759,2021-02-02T23:59:00,2021-02-02T23:59:00Z,02/02 18:59,179,,,2021-02-02T23:59:00Z,894557,,,12018,,,,306853,,,,,,,,,,,50,133,937,307164,8436,307164,,3,0,00909c20b1f6586321132b0c01ae2a79b962b62a,0,0,0,0,0,
2021-02-03,WA,Washington,314692,14674,,,totalTestEncountersViral,4614786,838,17892,194,,89,,,2021-02-02T02:59:00,2021-02-02T02:59:00Z,02/01 21:59,4316,17892,,2021-02-02T02:59:00Z,,,,300018,,,4614786,,,,,,,,,,,,53,1357,0,314692,17196,314692,,-2,80,5c52cb35ff27f057e7091e545bf72ff1433dad42,0,0,0,0,0,
